company_name,group_name,size,corp_type,db_source,source_description
리베이션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리봄화장품,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리빙키친,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리산테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리서치랩,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리서치애드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리셋컴퍼니,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리스광시스템,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리스크테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리스템,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리싸이클,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리앤테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리얼라이즈크리에이티브,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리얼커머스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리얼타임비쥬얼,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리얼타임웨이브,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리얼테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리엔텍엔지니어링,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리이스트레이딩,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리츠엔,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리치골드에셋,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리치니스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리치코스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리카온,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리큅,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리테일테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리트젠,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리튼브릿지,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리튼에이치앤,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리파인,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리파코,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리팩,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리페어코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리퓨터,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리프이노베이션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
리플러스본점,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
린노알미늄,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
린도,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
린드너코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
린제이앤코스주식회사(Lindsay&CosInc.),,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
린텍스기업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
릴테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
릴텍산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
림스케이블,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
립멘,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
링크아이엔씨,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
링크일렉트로닉스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
링크정보통신,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
링크제니시스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
링크텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
링크허브,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마가켐,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마그넥스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마노,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마닉스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마더케이,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마동파이프,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마들렌식품,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마레콘솔리데이션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마로스튜디오,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마린리서치,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마린소프트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마린전자상사,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마린텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마메든도어,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마미엘,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마바산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마블커뮤니케이션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마산신항운영,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마상소프트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마스터,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마스터피스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마을제작소엔건축사사무소,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이건축사사무소,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이다스아이티,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이다스커뮤니케이션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이데이터,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로닉시스템,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로모스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로웍스코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로원,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로이미지,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로컨텍솔루션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로텍시스템,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로투나노,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이크로티에스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마이하우스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마인드올,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마인드원,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마크로케어,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마크스톤,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마트킹권선,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마티아솔루션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
마프로,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
만나,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
만만한녀석들,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
만서기업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
만전식품,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
만해금속,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맑은기술,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맑은창호,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맘이랜서,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맛붐,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맛찬들백미식품,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
망고슬래브,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
망고클라우드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
매그넘빈트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
매그니프,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
매일정기,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
매직타운,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
매크로드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
매트프라자,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
매티스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
매틱스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥사이언스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥산기업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥스나인,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥스타산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥스텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥슨모터매뉴팩처링,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥시스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
맥플러스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
머스코코리아유한회사,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
멀틱스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메가넥스트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메가리서치,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메가이엔씨,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메가인포경영자문그룹,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메가콤,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메가클라우드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메가테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메가테크놀로지,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메덱스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메드닉스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메드믹스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메드소프트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디라인액티브코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디메스터,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디아나,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디안디노스틱,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디앙스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디언스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디오피아테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디칼스탠다드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디칼타임즈,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디코아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디클러스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디퍼스트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디포스트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디퓨처스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메디피아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메리티움,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메세코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메이아이,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메이저월드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메이팜소프트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메인이지컴,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메인테크플랜트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메인텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메일플러그,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메카니칼토탈솔루션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메카텍시스템즈,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메카트로,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메코텍티타늄,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메타바이오메드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메타빌드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메타씨티,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메타약품,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메타즈,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메타폴라아로마,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메탈링크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메트로적추병원,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메트로컴넷,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메티스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
메티스정보,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
멕스기연,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
멕트론,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
멘퍼스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
멜레아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
멜콘,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
멜텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
멤스팩,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명가건축사사무소,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명가종합건설,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명강스틸,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명보,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명보기업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명보케이블,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명산,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명성,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명성물산,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명성씨.엠.아이,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명성에이앤티(A&T),,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명성오토메이션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명성인스트루먼트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명성화학,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명세씨엠케이,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명소아이엠씨,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명신기연,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명신정밀,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명신정보통신,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명신하이넷,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명인산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명인선재압연,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명인스프링,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명인이노,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명인일렉트로닉스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명인코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명일,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명일씨엔티,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명일폼테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명지산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명지피앤피,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진TSR,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진기업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진메인티넌스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진실업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진씨앤피,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진에스피,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진에어테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진자원,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진정공,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진철강산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명진테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명현이엔씨,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
명화금속,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모노켐,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모니칸,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모니터랩,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모니텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모닝아트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모다끄레아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모던웨이브,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모던인테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모던텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모두솔루션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모두의교육그룹,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모두헬스케어,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모든다해,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모든엘리베이터,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모든오피스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모든테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모루기술,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모바일센,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모바일엔트로피,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모바일이앤엠애드,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모베이스썬스타,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모본,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모비젠,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모빌씨앤씨,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모빌퍼스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모산에프에스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모션텍,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모스티소프트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모아데이타,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모아소프트,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모아에스엔피,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모아컴코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모아테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모음커뮤니케이션,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모젤디앤에스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모카씨엔티,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모터트로닉스인터내셔날코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
모토벨로,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
목송산업개발,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
목양,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
목양산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
목양종합건축사사무소,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
목화송이협동조합,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
몬드리안에이아이,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
몰텍스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
몰텍코리아,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
몽돌,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무궁화,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무등방화문,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무등스크린,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무등이피,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무룡,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무사이,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무지개산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무지개약품,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무지개텍스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무진기연,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무진상사,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무진써비스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무진환경,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무창,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무토,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무한기술,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무한산업,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무한상사사회적협동조합,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
무한콘트롤,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
문명에이스,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
문성원색,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
문엔지니어링,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
문인테크,,중소기업,일반 사기업,KBE_DB,고용노동부 선정 강소기업 (2024년)
